PlayerId,Number,Name,PositionId,BirthDate,Nationality,Height,FootId,Value,ValueUnitId,Age,TeamId
294,90,Cebrail Karayel,4,15 Ağu 1994,Türkiye,"1,76m",2,300,1,29,10
295,37,Steven Nzonzi,5,15 Ara 1988,Fransa,"1,96m",2,2,2,34,10
296,21,Niko Rak,5,26 Tem 2003,Hırvatistan,"1,73m",,1,2,20,10
297,23,Bruno Paz,5,23 Nis 1998,Angola,"1,82m",2,900,1,25,10
298,35,Oğulcan Ülgün,5,11-May-98,Türkiye,"1,78m",2,600,1,25,10
299,6,Soner Dikmen,6,1 Eyl 1993,Türkiye,"1,79m",2,2.5,2,30,10
300,8,Alexandru Cicaldau,7,8 Tem 1997,Romanya,"1,78m",2,4.3,2,26,10
301,10,Yunus Mallı,7,24 Şub 1992,Türkiye,"1,79m",2,225,1,31,10
302,70,Marlos Moreno,8,20 Eyl 1996,Kolombiya,"1,73m",2,950,1,27,10
303,42,Mehmet Ali Büyüksayar,8,8-May-04,Türkiye,"1,66m",2,275,1,19,10
304,7,Robert Muric,9,12-Mar-96,Hırvatistan,"1,80m",1,2.6,2,27,10
305,11,Louka Prip,9,29 Haz 1997,Danimarka,"1,82m",1,1.5,2,26,10
306,30,Gökhan Töre,9,20 Oca 1992,Türkiye,"1,76m",1,150,1,31,10
307,27,Ata Berk Karababa,9,26-Mar-05,Türkiye,-,1,50,1,18,10
308,16,Nélson Oliveira,11,8 Ağu 1991,Portekiz,"1,86m",2,950,1,32,10
309,9,Muhammet Demir,11,10 Oca 1992,Türkiye,"1,80m",2,850,1,31,10
310,17,Sokol Cikalleshi,11,27 Tem 1990,Arnavutluk,"1,87m",2,600,1,33,10
311,90,Emrehan Gedikli,11,25 Nis 2003,Türkiye,"1,87m",2,350,1,20,10
312,99,Yusuf Karagöz,1,5 Eki 1999,Türkiye,"1,95m",2,100,1,24,11
313,1,Ertuğrul Taşkıran,1,5 Kas 1989,Türkiye,"1,91m",2,75,1,33,11
314,35,Yavuz Aygün,1,27 Haz 1996,Türkiye,"1,93m",3,50,1,27,11
315,4,Furkan Bayır,2,9 Şub 2000,Türkiye,"1,88m",2,3,2,23,11
316,20,Fatih Aksoy,2,6 Kas 1997,Türkiye,"1,89m",2,2.6,2,25,11
317,5,Fidan Aliti,2,3 Eki 1993,Kosova,"1,86m",1,1,2,30,11
318,2,Nuno Lima,2,16-Mar-01,Portekiz,"1,85m",2,500,1,22,11
319,80,Eren Berberoğlu,2,6-Mar-03,Türkiye,-,,50,1,20,11
320,29,Jure Balkovec,3,9 Eyl 1994,Slovenya,"1,85m",1,2,2,29,11
321,88,Yusuf Özdemir,3,10 Oca 2001,Türkiye,"1,81m",1,2,2,22,11
322,61,Emre Bekir,3,17 Ağu 1998,Türkiye,"1,82m",1,25,1,25,11
323,82,Eray Güneş,3,4 Eyl 2003,Türkiye,"1,81m",1,25,1,20,11
324,94,Florent Hadergjonaj,4,31 Tem 1994,Kosova,"1,82m",2,2.8,2,29,11
325,27,Loide Augusto,4,26 Şub 2000,Angola,"1,85m",2,600,1,23,11
326,42,Yunus Bahadır,4,7 Ağu 2002,Türkiye,"1,80m",2,150,1,21,11
327,25,Richard,5,18 Şub 1994,Brezilya,"1,91m",2,1.5,2,29,11
328,8,Leroy Fer,5,5 Oca 1990,Hollanda,"1,88m",2,300,1,33,11
329,10,João Novais,6,10 Tem 1993,Portekiz,"1,80m",2,1.5,2,30,11
330,17,Nicolas Janvier,6,11 Ağu 1998,Fransa,"1,72m",2,400,1,25,11
331,21,Emirhan Çavuş,6,13 Eki 2002,Türkiye,-,,50,1,21,11
332,81,Buluthan Bulut,6,21 Tem 2002,Türkiye,"1,71m",2,25,1,21,11
333,37,Mert Yusuf Torlak,7,18 Tem 2002,Türkiye,"1,73m",2,100,1,21,11
334,26,Eren Altıntaş,7,30-Mar-04,Türkiye,-,,50,1,19,11
335,11,Oğuz Aydın,8,27 Eki 2000,Türkiye,"1,83m",2,2.1,2,22,11
336,18,Pione Sisto,8,4 Şub 1995,Danimarka,"1,72m",2,2,2,28,11
337,28,Carlos Eduardo,9,10 Eki 1996,Brezilya,"1,73m",2,1.5,2,27,11
338,7,Efecan Karaca,9,16 Kas 1989,Türkiye,"1,69m",2,850,1,33,11
339,9,Sergio Córdova,11,9 Ağu 1997,Venezuela,"1,88m",2,1.9,2,26,11
340,33,Anderson Silva,11,21 Kas 1997,Brezilya,"1,86m",2,1.4,2,25,11
341,25,Bilal Bayazıt,1,8 Nis 1999,Türkiye,"1,85m",2,2,2,24,12
342,1,Onurcan Piri,1,28 Eyl 1994,Türkiye,"1,90m",2,375,1,29,12
343,39,Şamil Öztürk,1,9-May-05,Türkiye,"1,94m",2,100,1,18,12
344,12,Abdulkadir Taşdan,1,18 Haz 2003,Türkiye,"1,89m",2,50,1,20,12
345,5,Majid Hosseini,2,20 Haz 1996,İran,"1,87m",2,2.6,2,27,12
346,54,Arif Kocaman,2,14 Eyl 2003,Türkiye,"1,86m",1,800,1,20,12
347,3,Joseph Attamah,2,22-May-94,Gana,"1,80m",2,750,1,29,12
348,4,Dimitrios Kolovetsios,2,16 Eki 1991,Yunanistan,"1,83m",2,700,1,32,12
349,92,Julian Jeanvier,2,31-Mar-92,Gine,"1,83m",2,700,1,31,12
350,23,Lionel Carole,3,12 Nis 1991,Fransa,"1,82m",1,1,2,32,12
351,33,Hasan Ali Kaldırım,3,9 Ara 1989,Türkiye,"1,83m",1,200,1,33,12
352,14,Muhammed Eren Arıkan,3,29 Oca 2005,Türkiye,-,1,100,1,18,12
353,17,Anthony Uzodimma,4,17 Nis 1999,Nijerya,"1,76m",2,750,1,24,12
354,19,Ahmet Kağan Malatyalı,4,10 Tem 2003,Türkiye,"1,80m",2,50,1,20,12
355,8,Kartal Yılmaz,5,4 Kas 2000,Türkiye,"1,78m",2,1.1,2,22,12
356,89,Yaw Ackah,5,1 Haz 1999,Gana,"1,69m",2,650,1,24,12
357,26,Baran Gezek,5,26 Ağu 2005,Türkiye,"1,82m",2,300,1,18,12
358,10,Olivier Kemen,6,20 Tem 1996,Kamerun,"1,75m",2,2.5,2,27,12
359,6,Ali Karimi,6,11 Şub 1994,İran,"1,85m",2,800,1,29,12
360,21,Yiğit Emre Çeltik,6,7 Nis 2003,Türkiye,"1,64m",1,175,1,20,12
361,7,Miguel Cardoso,7,19 Haz 1994,Portekiz,"1,76m",2,2.7,2,29,12
362,16,Eray Özbek,7,9 Oca 2003,Türkiye,-,1,50,1,20,12
363,9,Mame Thiam,8,9 Eki 1992,Senegal,"1,85m",2,2.6,2,31,12
364,11,Gökhan Sazdağı,8,20 Eyl 1994,Türkiye,"1,80m",2,750,1,29,12
365,22,Hayrullah Erkip,8,20 Haz 2003,Türkiye,"1,75m",1,75,1,20,12
366,70,Aylton Boa Morte,9,23 Eyl 1993,Portekiz,"1,82m",2,2,2,30,12
367,20,Carlos Mané,9,11-Mar-94,Gine-Bissau,"1,73m",2,1.5,2,29,12
368,28,Ramazan Civelek,9,22 Oca 1996,Türkiye,"1,71m",2,850,1,27,12
369,13,Stéphane Bahoken,11,28-May-92,Kamerun,"1,85m",2,1.5,2,31,12
370,99,Talha Sarıarslan,11,18 Oca 2004,Türkiye,-,,100,1,19,12
371,23,Gökhan Akkan,1,1 Oca 1995,Türkiye,"1,88m",2,1.8,2,28,13
372,1,Tarık Çetin,1,8 Oca 1997,Türkiye,"1,93m",2,425,1,26,13
373,30,Zafer Görgen,1,21 Haz 2000,Türkiye,"1,89m",2,225,1,23,13
374,53,Emirhan Topçu,2,11 Eki 2000,Türkiye,"1,88m",1,1.5,2,23,13
375,2,Khusniddin Alikulov,2,4 Nis 1999,Özbekistan,"1,86m",2,1.2,2,24,13
376,4,Attila Mocsi,2,29-May-00,Macaristan,"1,88m",2,1.2,2,23,13
377,16,Anıl Yaşar,2,1 Tem 2002,Türkiye,"1,92m",1,250,1,21,13
378,18,Sinan Osmanoğlu,2,9 Oca 1990,Türkiye,"1,97m",2,100,1,33,13
379,5,Casper Højer,3,20 Kas 1994,Danimarka,"1,83m",1,2,2,28,13
380,35,Alberk Koç,3,15 Şub 1997,Türkiye,"1,81m",1,500,1,26,13
381,3,İbrahim Pehlivan,3,21 Ağu 1993,Türkiye,"1,83m",1,425,1,30,13
382,37,Taha Şahin,4,22 Eki 2000,Türkiye,"1,78m",2,550,1,22,13
383,27,Eray Korkmaz,4,8 Haz 2003,Türkiye,-,2,175,1,20,13
384,87,Emre Şimşek,4,1 Şub 2004,Türkiye,"1,77m",2,50,1,19,13
385,14,Okechukwu Azubuike,5,19 Nis 1997,Nijerya,"1,70m",2,300,1,26,13
386,6,Jonjo Shelvey,6,27 Şub 1992,İngiltere,"1,84m",2,3.7,2,31,13
387,54,Mithat Pala,6,15 Ağu 2000,Türkiye,"1,72m",2,900,1,23,13
388,10,Ibrahim Olawoyin,6,1 Ara 1997,Nijerya,"1,78m",2,800,1,25,13
389,-,Farouk Miya,6,26 Kas 1997,Uganda,"1,77m",2,650,1,25,13
390,17,Janne-Pekka Laine,6,25 Oca 2001,Finlandiya,"1,84m",2,350,1,22,13
391,34,Lebogang Phiri,6,9 Kas 1994,Güney Afrika,"1,73m",2,200,1,28,13
392,90,Emirhan Yılmaz,6,22 Nis 2004,Türkiye,"1,79m",2,50,1,19,13
393,92,Ali Kemal Aslankaya,6,3 Oca 2007,Türkiye,-,2,50,1,16,13
394,8,Dal Varesanovic,7,23-May-01,Bosna-Hersek,"1,77m",2,1.5,2,22,13
395,93,Eren Durmuş,7,1 Oca 2005,Türkiye,-,,50,1,18,13
396,7,Benhur Keser,8,29 Eki 1996,Türkiye,"1,85m",2,1.4,2,26,13
397,77,Altin Zeqiri,8,18 Tem 2000,Kosova,"1,85m",2,600,1,23,13
398,66,Güvenç Usta,8,1 Nis 2004,Türkiye,"1,80m",1,75,1,19,13
399,-,Efe Tecimer,8,9 Tem 2003,Türkiye,"1,72m",2,50,1,20,13
400,11,Gustavo Sauer,9,30 Nis 1993,Brezilya,"1,81m",1,2.2,2,30,13
401,21,Óscar Pinchi,9,17 Oca 1996,İspanya,"1,71m",2,650,1,27,13
402,20,Mame Mor Faye,9,12 Tem 2005,Senegal,"1,82m",2,100,1,18,13
403,9,Adolfo Gaich,11,26 Şub 1999,Arjantin,"1,90m",2,1.8,2,24,13
404,89,Martin Minchev,11,22 Nis 2001,Bulgaristan,"1,85m",2,1,2,22,13
405,12,John Mary,11,9-Mar-93,Kamerun,"1,86m",2,900,1,30,13
406,19,Oumar Diouf,11,15-May-03,Senegal,"1,80m",1,100,1,20,13
407,1,Matías Dituro,1,8-May-87,Arjantin,"1,91m",2,700,1,36,14
408,23,Emre Bilgin,1,26 Şub 2004,Türkiye,"1,88m",1,175,1,19,14
409,13,Furkan Bekleviç,1,31 Oca 1999,Türkiye,"1,91m",2,100,1,24,14
410,5,Ibrahim Dresevic,2,24 Oca 1997,Kosova,"1,86m",2,1.5,2,26,14
411,26,Federico Ceccherini,2,11-May-92,İtalya,"1,87m",2,1.5,2,31,14
412,4,Davide Biraschi,2,2 Tem 1994,İtalya,"1,82m",2,1.3,2,29,14
413,-,Ömer Ersoy,2,16-Mar-03,Türkiye,"1,89m",2,50,1,20,14
414,18,Levent Mercan,3,10 Ara 2000,Türkiye,"1,76m",3,3,2,22,14
415,22,Emir Tintiş,3,12 Oca 2004,Türkiye,"1,87m",1,150,1,19,14
416,3,Frédéric Veseli,4,20 Kas 1992,Arnavutluk,"1,83m",2,300,1,30,14
417,30,Nazım Sangaré,4,30-May-94,Türkiye,"1,85m",2,250,1,29,14
418,54,Salih Dursun,4,12 Tem 1991,Türkiye,"1,88m",2,175,1,32,14
419,97,Flavio Paoletti,5,16 Oca 2003,İtalya,"1,82m",2,800,1,20,14
420,8,Sofiane Feghouli,5,26 Ara 1989,Cezayir,"1,77m",2,500,1,33,14
421,29,Otabek Shukurov,6,22 Haz 1996,Özbekistan,"1,83m",2,2.5,2,27,14
422,16,Kerem Atakan Kesgin,6,5 Kas 2000,Türkiye,"1,76m",2,1.7,2,22,14
423,27,Stefano Sturaro,6,9-Mar-93,İtalya,"1,81m",2,1.4,2,30,14
424,6,Marcus Rohdén,6,11-May-91,İsveç,"1,82m",2,1,2,32,14
425,77,Adnan Ugur,6,28 Haz 2001,Türkiye,"1,74m",2,550,1,22,14
426,24,Lawrence Nicholas,6,17-May-01,Nijerya,"1,88m",2,300,1,22,14
427,9,Valentin Eysseric,7,25-Mar-92,Fransa,"1,81m",2,1.3,2,31,14
428,20,Ryan Mendes,8,8 Oca 1990,Yeşil Burun Adaları,"1,78m",2,1,2,33,14
429,11,Brahim Darri,8,14 Eyl 1994,Hollanda,"1,75m",2,100,1,29,14
430,7,Can Keles,9,2 Eyl 2001,Avusturya,"1,80m",1,700,1,22,14
431,17,Samed Onur,9,15 Tem 2002,Türkiye,"1,75m",1,350,1,21,14
432,15,Kevin Lasagna,11,10 Ağu 1992,İtalya,"1,81m",1,1.6,2,31,14
433,19,Serdar Dursun,11,19 Eki 1991,Türkiye,"1,90m",2,1.2,2,31,14
434,10,Güven Yalçın,11,18 Oca 1999,Türkiye,"1,84m",2,900,1,24,14
435,1,Erdem Canpolat,1,13 Nis 2001,Türkiye,"1,94m",2,550,1,22,15
436,35,Burak Öğür,1,18 Eyl 1989,Türkiye,"1,89m",1,100,1,34,15
437,76,Murat Akşit,1,2 Oca 2002,Türkiye,-,2,50,1,21,15
438,14,Khadim Rassoul,2,31 Ara 1995,Senegal,"1,87m",1,850,1,27,15
439,33,Alpaslan Öztürk,2,16 Tem 1993,Türkiye,"1,86m",2,350,1,30,15
440,20,Berkay Sülüngöz,2,22-Mar-96,Türkiye,"1,88m",2,300,1,27,15
441,23,Welinton,2,10 Nis 1989,Brezilya,"1,81m",2,225,1,34,15
442,13,Murat Akça,2,13 Tem 1990,Türkiye,"1,84m",2,75,1,33,15
443,6,Sequeira,3,19 Ağu 1990,Portekiz,"1,84m",1,1.5,2,33,15
444,3,Emre Taşdemir,3,8 Ağu 1995,Türkiye,"1,76m",1,175,1,28,15
445,61,Serkan Asan,4,28 Nis 1999,Türkiye,"1,70m",2,500,1,24,15
446,22,Erdem Özgenç,4,22 Ağu 1984,Türkiye,"1,77m",2,25,1,39,15
447,4,Josip Vukovic,5,2-May-92,Hırvatistan,"1,84m",3,450,1,31,15
448,18,Fredrik Midtsjø,6,11 Ağu 1993,Norveç,"1,76m",2,3.8,2,30,15
449,66,Arnaud Lusamba,6,4 Oca 1997,Kongo DC,"1,80m",2,1.8,2,26,15
450,58,Gökcan Kaya,6,7 Ağu 1995,Türkiye,"1,80m",2,400,1,28,15
451,24,İbrahim Akdağ,6,21 Tem 1991,Türkiye,"1,79m",2,225,1,32,15
452,8,Endri Cekici,7,23 Kas 1996,Arnavutluk,"1,78m",3,2.7,2,26,15
453,10,Óscar Romero,7,4 Tem 1992,Paraguay,"1,76m",1,2.6,2,31,15
454,15,Aias Aosman,7,21 Eki 1994,Suriye,"1,75m",3,450,1,28,15
455,11,Halil Akbunar,9,9 Kas 1993,Türkiye,"1,67m",1,2,2,29,15
456,21,Abdoulay Diaby,9,21-May-91,Mali,"1,73m",1,1.2,2,32,15
457,7,Leandro Kappel,9,14 Kas 1989,Surinam,"1,83m",1,175,1,33,15
458,33,Ahmed Hassan,11,5-Mar-93,Mısır,"1,91m",2,2,2,30,15
459,90,Emeka Eze,11,26 Eyl 1996,Nijerya,"1,87m",2,1.1,2,27,15
460,99,Erencan Yardımcı,11,4 Şub 2002,Türkiye,"1,88m",2,650,1,21,15
461,9,Görkem Bitin,11,22 Haz 1998,Türkiye,"1,90m",1,350,1,25,15
462,34,Thuram,11,1 Şub 1991,Brezilya,"1,83m",2,250,1,32,15
463,1,Erce Kardeşler,1,14-Mar-94,Türkiye,"1,84m",2,500,1,29,16
464,12,Visar Bekaj,1,24-May-97,Kosova,"1,91m",2,375,1,26,16
465,34,Demir Sarıcalı,1,1 Oca 2005,Türkiye,"1,95m",2,50,1,18,16
466,78,Emir Dadük,1,13 Şub 2008,Türkiye,"1,91m",2,50,1,15,16
467,3,Guy-Marcelin Kilama,2,30-May-99,Kamerun,"1,82m",2,1,2,24,16
468,19,Nikola Maksimovic,2,25 Kas 1991,Sırbistan,"1,93m",2,900,1,31,16
469,86,Burak Bekaroğlu,2,16 Nis 1997,Türkiye,"1,91m",2,850,1,26,16
470,15,Burak Yılmaz,2,27 Kas 1995,Türkiye,"1,85m",2,300,1,27,16
471,27,Cengiz Demir,2,18 Nis 2001,Türkiye,"1,86m",1,100,1,22,16
472,-,Nazım Özcan,2,28 Ağu 2002,Türkiye,-,,50,1,21,16
473,13,Faouzi Ghoulam,3,1 Şub 1991,Cezayir,"1,84m",1,750,1,32,16
474,31,Oğuzhan Matur,3,19 Ağu 1999,Türkiye,"1,73m",1,250,1,24,16
475,57,Engin Can Aksoy,3,14 Kas 2003,Türkiye,-,1,200,1,19,16
476,2,Kamil Ahmet Çörekçi,4,1 Şub 1992,Türkiye,"1,73m",2,400,1,31,16
477,22,Kerim Alıcı,4,24 Haz 1997,Türkiye,"1,83m",2,250,1,26,16
478,4,Massanga Matondo,5,17 Ağu 1999,Kongo,"1,72m",2,1.3,2,24,16
479,29,Giorgi Aburjania,6,2 Oca 1995,Gürcistan,"1,86m",3,1,2,28,16
480,17,Fisayo Dele-Bashiru,6,6 Şub 2001,Nijerya,"1,86m",2,900,1,22,16
481,5,Görkem Sağlam,6,11 Nis 1998,Türkiye,"1,78m",2,850,1,25,16
482,18,Armin Hodzic,6,29 Şub 2000,Bosna-Hersek,"1,88m",2,800,1,23,16
483,8,Mehdi Boudjemaa,6,7 Nis 1998,Cezayir,"1,82m",2,750,1,25,16
484,20,Rayane Aabid,6,19 Oca 1992,Fransa,"1,78m",2,450,1,31,16
485,25,Ali Yıldız,6,12-Mar-07,Türkiye,-,2,100,1,16,16
486,7,Ömer Faruk Beyaz,7,29 Ağu 2003,Türkiye,"1,71m",1,700,1,20,16
487,77,Joelson Fernandes,8,28 Şub 2003,Portekiz,"1,72m",2,2.2,2,20,16
488,99,Rigoberto Rivas,8,31 Tem 1998,Honduras,"1,78m",2,1.5,2,25,16
489,10,Carlos Strandberg,9,14 Nis 1996,İsveç,"1,87m",1,2.3,2,27,16
490,28,İbrahim Demir,9,1 Tem 2005,Türkiye,-,,50,1,18,16
491,9,Renat Dadashov,11,17-May-99,Azerbaycan,"1,88m",2,1.6,2,24,16
492,11,Didier Lamkel Zé,11,17 Eyl 1996,Kamerun,"1,92m",2,850,1,27,16
493,19,Batuhan Şen,1,3 Şub 1999,Türkiye,"1,94m",2,650,1,24,17
494,33,Florin Nita,1,3 Tem 1987,Romanya,"1,84m",2,225,1,36,17
495,1,Burak Bozan,1,23 Ağu 2000,Türkiye,"1,90m",2,100,1,23,17
496,17,Ekrem Kılıçarslan,1,22 Ağu 1997,Türkiye,"1,88m",2,75,1,26,17
497,63,Nicolas N'Koulou,2,27-Mar-90,Kamerun,"1,84m",2,900,1,33,17
498,3,Papy Djilobodji,2,1 Ara 1988,Senegal,"1,93m",1,750,1,34,17
499,4,Arda Kızıldağ,2,15 Eki 1998,Türkiye,"1,87m",2,700,1,25,17
500,15,Ertuğrul Ersoy,2,13 Şub 1997,Türkiye,"1,87m",2,700,1,26,17
501,35,Ulaş Zengin,2,25 Haz 1997,Türkiye,"1,90m",1,100,1,26,17
502,24,Naoufel Khacef,3,27 Eki 1997,Cezayir,"1,79m",1,500,1,25,17
503,13,Júnior Morais,3,22 Tem 1986,Brezilya,"1,76m",1,200,1,37,17
504,90,Onur Başyiğit,3,12 Haz 2004,Türkiye,-,1,50,1,19,17
505,22,Salem M'Bakata,4,19 Nis 1998,Fransa,"1,77m",2,700,1,25,17
506,27,Ömürcan Artan,4,27 Tem 1999,Türkiye,"1,79m",2,150,1,24,17
507,8,Marko Jevtovic,5,24 Tem 1993,Sırbistan,"1,94m",2,850,1,30,17
508,61,Ogün Özçiçek,5,24 Oca 1999,Türkiye,"1,72m",2,350,1,24,17
509,91,Bahadır Gölgeli,5,1 Tem 2003,Türkiye,-,1,50,1,20,17
510,5,Furkan Soyalp,6,12 Haz 1995,Türkiye,"1,75m",2,1.2,2,28,17
511,12,Janio Bikel,6,28 Haz 1995,Gine-Bissau,"1,74m",2,800,1,28,17
512,44,Alexandru Maxim,7,8 Tem 1990,Romanya,"1,77m",2,2,2,33,17
513,80,Luka Stankovski,7,2 Eyl 2002,Kuzey Makedonya,"1,90m",2,700,1,21,17
514,30,Onurhan Babuşcu,7,5 Eyl 2003,Türkiye,"1,76m",2,200,1,20,17
515,10,Max Gradel,8,30 Kas 1987,Fildişi Sahili,"1,75m",2,1.3,2,35,17
516,26,Mirza Cihan,8,26 Eki 2000,Türkiye,"1,75m",2,175,1,22,17
517,50,Lazar Markovic,9,2-Mar-94,Sırbistan,"1,75m",2,2,2,29,17
518,11,Mustafa Eskihellaç,9,5-May-97,Türkiye,"1,75m",2,1.4,2,26,17
519,70,Denis Dragus,11,6 Tem 1999,Romanya,"1,85m",2,1.5,2,24,17
520,97,Albian Ajeti,11,26 Şub 1997,İsviçre,"1,83m",2,1.5,2,26,17
521,94,Brayan Riascos,11,10 Eki 1994,Kolombiya,"1,78m",2,600,1,29,17
522,23,Oğulcan Çağlayan,11,22-Mar-96,Türkiye,"1,88m",2,300,1,27,17
523,9,İlker Karakaş,11,11 Oca 1999,Türkiye,"1,87m",2,150,1,24,17
524,1,Andreas Gianniotis,1,18 Ara 1992,Yunanistan,"1,90m",2,500,1,30,18
525,25,Ali Emre Yanar,1,15-May-98,Türkiye,"1,90m",2,325,1,25,18
526,26,Murat Can Yıldız,1,3 Ağu 1998,Türkiye,"1,88m",2,50,1,25,18
527,58,Yasin Özcan,2,20 Nis 2006,Türkiye,"1,85m",1,2.8,2,17,18
528,4,Kenneth Omeruo,2,17 Eki 1993,Nijerya,"1,85m",2,2,2,29,18
529,5,Sadık Çiftpınar,2,1 Oca 1993,Türkiye,"1,83m",2,250,1,30,18
530,29,Taylan Utku Aydın,2,10 Şub 2006,Türkiye,-,,50,1,17,18
531,3,Duhan Aksu,3,11 Eyl 1997,Türkiye,"1,83m",1,850,1,26,18
532,13,Adnan Aktaş,3,10 Kas 2006,Türkiye,-,1,50,1,16,18
533,2,Cláudio Winck,4,15 Nis 1994,Brezilya,"1,84m",2,600,1,29,18
534,6,Gökhan Gül,5,17 Tem 1998,Türkiye,"1,83m",2,850,1,25,18
535,17,Driess Saddiki,5,9 Ağu 1996,Fas,"1,79m",2,500,1,27,18
536,28,Samuel Bastien,6,26 Eyl 1996,Kongo DC,"1,75m",2,1.8,2,27,18
537,35,Aytaç Kara,6,23-Mar-93,Türkiye,"1,88m",2,850,1,30,18
538,20,Selim Dilli,6,26-May-98,Türkiye,"1,77m",1,175,1,25,18
539,80,Hasan Emre Yeşilyurt,6,18 Ağu 2000,Türkiye,-,2,100,1,23,18
540,10,Haris Hajradinovic,7,18 Şub 1994,Bosna-Hersek,"1,78m",1,2.3,2,29,18
541,97,Iron Gomis,7,9 Kas 1999,Fransa,"1,82m",2,1,2,23,18
542,11,Erdem Çetinkaya,8,29-Mar-01,Türkiye,"1,77m",1,400,1,22,18
543,7,Mamadou Fall,9,31 Ara 1991,Senegal,"1,84m",2,1.6,2,31,18
544,12,Mortadha Ben Ouanes,9,2 Tem 1994,Tunus,"1,82m",1,1.5,2,29,18
545,42,Emirhan Yiğit,9,30 Nis 2006,Türkiye,-,,50,1,17,18
546,18,Nuno Da Costa,11,10 Şub 1991,Yeşil Burun Adaları,"1,82m",2,800,1,32,18
547,9,Julien Ngoy,11,2 Kas 1997,Belçika,"1,85m",2,700,1,25,18
548,35,Ali Şaşal Vural,1,10 Tem 1990,Türkiye,"1,87m",3,275,1,33,19
549,15,Erhan Erentürk,1,30-May-95,Türkiye,"1,90m",2,200,1,28,19
550,1,Muammer Yıldırım,1,14 Eyl 1990,Türkiye,"1,90m",1,75,1,33,19
551,4,Aaron Appindangoyé,2,20 Şub 1992,Gabon,"1,84m",2,700,1,31,19
552,44,Achilleas Poungouras,2,13 Ara 1995,Yunanistan,"1,87m",3,400,1,27,19
553,14,Samba Camara,2,14 Kas 1992,Mali,"1,90m",1,300,1,30,19
554,88,Caner Osmanpaşa,2,15 Oca 1988,Türkiye,"1,82m",2,250,1,35,19
555,69,Mehmet Albayrak,2,5 Oca 2004,Türkiye,-,,50,1,19,19
556,3,Uğur Çiftçi,3,4-May-92,Türkiye,"1,79m",1,1.9,2,31,19
557,58,Ziya Erdal,3,5 Oca 1988,Türkiye,"1,73m",1,75,1,35,19
558,99,Murat Paluli,4,9 Ağu 1994,Türkiye,"1,75m",2,750,1,29,19
559,23,Alaaddin Okumuş,4,23 Ağu 1995,Türkiye,"1,75m",2,300,1,28,19
560,72,Yunus Emre Konak,5,10 Oca 2006,Türkiye,"1,81m",2,600,1,17,19
561,6,Kader Keita,5,6 Kas 2000,Fildişi Sahili,"1,78m",2,400,1,22,19
562,8,Charilaos Charisis,6,12 Oca 1995,Yunanistan,"1,77m",2,1,2,28,19
563,19,Roman Kvet,6,17 Ara 1997,Çek Cumhuriyeti,-,,850,1,25,19
564,5,Abdulkadir Parmak,6,28 Ara 1994,Türkiye,"1,76m",2,600,1,28,19
565,37,Hakan Arslan,6,18 Tem 1988,Türkiye,"1,86m",2,250,1,35,19
566,24,Samu Saiz,7,22 Oca 1991,İspanya,"1,74m",2,900,1,32,19
567,11,Gerson Rodrigues,8,20 Haz 1995,Lüksemburg,"1,88m",2,1.7,2,28,19
568,7,Ahmed Musa,8,14 Eki 1992,Nijerya,"1,71m",2,1.3,2,31,19
569,77,Modou Barrow,8,13 Eki 1992,Gambiya,"1,76m",1,1,2,31,19
570,10,Clinton N'Jie,9,15 Ağu 1993,Kamerun,"1,75m",2,1.2,2,30,19
571,17,Emrah Başsan,9,17 Nis 1992,Türkiye,"1,77m",1,1,2,31,19
572,16,Burak Kapacak,9,8 Ara 1999,Türkiye,"1,80m",2,600,1,23,19
573,21,Emre Gökay,9,18 Şub 2006,Türkiye,"1,81m",1,300,1,17,19
574,9,Rey Manaj,11,24 Şub 1997,Arnavutluk,"1,82m",2,1.2,2,26,19
575,55,Fodé Koita,11,21 Eki 1990,Gine,"1,86m",2,100,1,32,19
576,1,David Jensen,1,25-Mar-92,Danimarka,"1,95m",2,325,1,31,20
577,26,Mücahit Serbest,1,23 Kas 2004,Türkiye,"1,90m",2,50,1,18,20
578,59,Alp Arda,1,7 Haz 1995,Türkiye,"1,92m",1,50,1,28,20
579,4,Mehmet Yeşil,2,31-May-98,Türkiye,"1,88m",3,950,1,25,20
580,23,Okan Erdoğan,2,29 Eyl 1998,Türkiye,"1,85m",3,800,1,25,20
581,14,Simon Deli,2,27 Eki 1991,Fildişi Sahili,"1,92m",1,475,1,31,20
582,66,Ali Yaşar,3,8-Mar-95,Türkiye,"1,80m",1,375,1,28,20
583,13,Racine Coly,3,8 Ara 1995,Senegal,"1,85m",1,225,1,27,20
584,-,Alperen Çaylak,3,8-May-00,Türkiye,"1,78m",1,25,1,23,20
585,21,Demeaco Duhaney,4,13 Eki 1998,İngiltere,"1,80m",2,325,1,25,20
586,34,Florian Loshaj,5,13 Ağu 1996,Kosova,"1,74m",1,700,1,27,20
587,6,Modestas Vorobjovas,5,30 Ara 1995,Litvanya,"1,78m",2,400,1,27,20
588,16,Giannelli Imbula,5,12 Eyl 1992,Kongo DC,"1,86m",1,150,1,31,20
589,24,Muammer Sarıkaya,6,9 Şub 1998,Türkiye,"1,79m",2,450,1,25,20
590,10,Eduart Rroca,6,28 Tem 1993,Arnavutluk,"1,82m",2,350,1,30,20
